numCommande;numBouquet;nbrBouquets;nomFleur;nbrFleurs
465;1;1;Tiare;8
;;;Narcisse;3
465;2;2;Rose;7
;;;Narcisse;1
;;;Mimosa;1
465;3;1;Marguerite;1
;;;Magnolia;10
;;;Tournesol;1
465;4;2;Violette;3
;;;Marguerite;5
;;;Glaieul;7
;;;Hortensia;1
466;1;1;Paquerette;7
;;;Tulipe;2
466;2;2;Paquerette;5
;;;Pensee;2
466;3;3;Pensee;1
;;;Crocus;3
;;;Magnolia;2
;;;Anemone;4
;;;Violette;3
467;1;1;Lys;2
;;;Rose;1
;;;Chrysantheme;1
;;;Paquerette;4
;;;Marguerite;1
467;2;3;Coquelicot;10
;;;Marguerite;4
;;;Tiare;5
468;1;1;Chrysantheme;7
;;;Violette;2
468;2;2;Rose;14
469;1;1;Narcisse;3
;;;Mimosa;2
;;;Violette;2
;;;Pivoine;1
469;2;2;Chrysantheme;6
;;;Magnolia;1
469;3;2;Oeillet;2
;;;Hortensia;2
;;;Magnolia;1
470;1;1;Crocus;14
470;2;1;Narcisse;8
;;;Tournesol;1
;;;Hortensia;3
;;;Pivoine;2
;;;Chrysantheme;2
470;3;2;Coquelicot;3
;;;Paquerette;9
;;;Tiare;1
;;;Crocus;1
471;1;1;Tournesol;8
;;;Rose;2
472;1;1;Crocus;7
;;;Tulipe;4
472;2;5;Oeillet;16
473;1;1;Rose;4
;;;Mimosa;2
;;;Coquelicot;2
;;;Pensee;1
473;2;2;Oeillet;6
;;;Pivoine;1
473;3;1;Tiare;4
;;;Pivoine;8
;;;Crocus;1
;;;Violette;1
;;;Chrysantheme;1
473;4;2;Coquelicot;11
474;1;1;Crocus;15
;;;Hortensia;1
474;2;5;Narcisse;1
;;;Lys;9
;;;Marguerite;4
;;;Pivoine;1
;;;Tiare;1
475;1;1;Tournesol;3
;;;Lys;4
;;;Chrysantheme;1
;;;Oeillet;3
;;;Violette;2
475;2;1;Marguerite;8
;;;Magnolia;2
;;;Lys;8
475;3;4;Crocus;6
;;;Coquelicot;8
;;;Mimosa;3
;;;Tiare;1
476;1;1;Anemone;11
;;;Marguerite;1
476;2;2;Rose;9
;;;Lys;3
;;;Tournesol;1
477;1;1;Paquerette;4
;;;Pivoine;5
;;;Narcisse;3
478;1;1;Hortensia;8
;;;Narcisse;3
;;;Oeillet;2
478;2;2;Coquelicot;2
;;;Mimosa;10
478;3;2;Paquerette;6
;;;Mimosa;8
479;1;1;Pivoine;14
;;;Rose;1
;;;Paquerette;2
;;;Chrysantheme;1
479;2;4;Mimosa;4
;;;Glaieul;4
;;;Crocus;3
;;;Narcisse;5
480;1;1;Glaieul;4
;;;Violette;1
;;;Pensee;3
;;;Crocus;1
480;2;3;Magnolia;6
;;;Tournesol;2
;;;Oeillet;1
481;1;1;Anemone;11
;;;Lys;7
;;;Paquerette;1
481;2;3;Marguerite;3
;;;Paquerette;1
;;;Mimosa;1
481;3;3;Tournesol;10
;;;Oeillet;2
482;1;1;Tournesol;8
;;;Violette;5
482;2;4;Tiare;4
;;;Narcisse;3
;;;Oeillet;1
;;;Mimosa;1
483;1;1;Marguerite;10
;;;Tournesol;3
483;2;1;Narcisse;6
;;;Mimosa;5
;;;Marguerite;1
483;3;5;Magnolia;3
;;;Tiare;2
484;1;1;Chrysantheme;5
;;;Coquelicot;7
;;;Tiare;1
;;;Pensee;1
484;2;2;Coquelicot;4
;;;Tiare;3
;;;Oeillet;6
;;;Rose;7
485;1;1;Glaieul;4
;;;Lys;1
485;2;6;Oeillet;6
;;;Chrysantheme;2
;;;Violette;4
;;;Glaieul;1
;;;Narcisse;1
;;;Anemone;2
;;;Marguerite;1
486;1;1;Glaieul;11
;;;Magnolia;4
;;;Marguerite;1
486;2;1;Tournesol;12
;;;Marguerite;1
486;3;2;Glaieul;3
;;;Rose;1
;;;Tournesol;3
486;4;2;Pivoine;4
;;;Coquelicot;1
487;1;1;Crocus;9
;;;Narcisse;3
;;;Violette;2
487;2;2;Pensee;2
;;;Violette;2
;;;Magnolia;2
;;;Narcisse;2
487;3;3;Oeillet;11
;;;Pivoine;5
;;;Tournesol;1
;;;Glaieul;3
488;1;1;Tulipe;2
;;;Tournesol;1
;;;Narcisse;3
488;2;2;Rose;8
;;;Chrysantheme;1
489;1;1;Glaieul;6
;;;Violette;1
;;;Hortensia;8
489;2;2;Pivoine;1
;;;Pensee;11
;;;Mimosa;1
;;;Narcisse;1
;;;Tournesol;2
;;;Rose;1
490;1;1;Narcisse;11
490;2;1;Anemone;5
;;;Oeillet;4
;;;Paquerette;8
;;;Rose;3
490;3;3;Lys;7
;;;Marguerite;2
491;1;1;Marguerite;2
;;;Paquerette;12
;;;Hortensia;3
491;2;2;Coquelicot;10
;;;Narcisse;1
492;1;1;Mimosa;15
;;;Tournesol;1
;;;Rose;3
492;2;1;Hortensia;2
;;;Rose;3
492;3;2;Mimosa;5
;;;Chrysantheme;1
;;;Anemone;6
;;;Rose;2
;;;Violette;1
;;;Pensee;2
;;;Tournesol;1
493;1;1;Mimosa;14
493;2;1;Pensee;2
;;;Marguerite;2
;;;Paquerette;2
;;;Tulipe;1
493;3;2;Pensee;3
;;;Tournesol;2
;;;Pivoine;3
494;1;1;Narcisse;2
;;;Coquelicot;1
;;;Paquerette;1
;;;Rose;1
494;2;3;Glaieul;1
;;;Coquelicot;3
;;;Rose;3
;;;Crocus;1
495;1;1;Rose;4
;;;Glaieul;1
495;2;3;Marguerite;2
;;;Narcisse;2
;;;Chrysantheme;1
;;;Anemone;1
496;1;1;Oeillet;2
;;;Violette;4
;;;Crocus;1
;;;Narcisse;2
;;;Glaieul;1
;;;Lys;1
496;2;1;Crocus;5
;;;Paquerette;7
;;;Mimosa;5
496;3;1;Paquerette;7
;;;Magnolia;2
;;;Tulipe;1
496;4;2;Crocus;11
;;;Chrysantheme;5
;;;Mimosa;3
;;;Tulipe;1
497;1;1;Anemone;7
497;2;1;Hortensia;7
;;;Paquerette;4
;;;Magnolia;1
;;;Tournesol;1
498;1;1;Chrysantheme;3
;;;Marguerite;5
498;2;1;Lys;16
;;;Oeillet;3
498;3;2;Oeillet;7
;;;Magnolia;3
498;4;2;Glaieul;4
;;;Pensee;1
;;;Pivoine;3
499;1;1;Mimosa;6
;;;Tournesol;1
;;;Hortensia;1
499;2;1;Marguerite;5
;;;Anemone;5
;;;Crocus;2
;;;Chrysantheme;1
;;;Narcisse;1
;;;Glaieul;1
500;1;1;Anemone;1
;;;Crocus;8
;;;Mimosa;1
;;;Tiare;5
;;;Hortensia;2
;;;Tournesol;1
500;2;2;Hortensia;4
;;;Glaieul;5
;;;Crocus;1
